TreeID,StandID,Plot,Tag,PrevPSPTag,PrevHOM,PrevDBH,PrevMS,PrevRT,PrevLA,Species,PrevStatus,PrevComments,gx,gy,PrevMainStem,PrevMulti,CrownScorch,CharUp,CharSide1,CharSide2,CharDown,PrevYear
1000466,RS31,0906,1000466,,137,2.5,,,,THPL,1,,242.553,168.581,1000466,N,,,,,,
1000028,RS31,0901,1000028,,137,29.4,,,,TSHE,1,NURSE,242.883,27.064,1000028,N,,,,,,
1000540,RS31,0904,1000540,5288,137,37.5,,,,THPL,1,PREV TAG 5288,248.814,114.187,1000540,N,,,,,,
900150,RS31,0810,900150,,137,12.4,,,,TSHE,1,Double top,208.79,270.68,900150,N,,,,,,
900719,RS31,0805,900719,,137,10.5,,,,TSHE,1,NURSE,207.694,148.718,900719,N,,,,,,
900500,RS31,0808,900500,,137,2.2,,,,TSHE,1,,216.314,217.866,900500,N,,,,,,
900137,RS31,0810,900137,,137,3,,,,RHMA,1,,215.775,269.775,900137,N,,,,,,
900478,RS31,0909,900478,,137,5.9,,,,ACCI,1,,227.238,234.125,900478,N,,,,,,
900166,RS31,0811,900166,,137,2.7,,,,ACCI,1,,203.691,284.965,900166,N,,,,,,
900109,RS31,0810,900109,,137,4.8,,,,TSHE,1,,218.271,256.39,900109,N,,,,,,
1000806,RS31,0902,1000806,,137,68,,,,TSHE,1,,239.574,57.085,1000806,N,,,,,,
1000413,RS31,0808,1000413,,137,6.9,,,,TSHE,1,NURSE,219.553,221.565,1000413,N,,,,,,
1000041,RS31,0900,1000041,,137,41.9,,,,TSHE,1,,232.194,2.054,1000041,N,,,,,,
900766,RS31,0805,900766,,137,4,,,,TSHE,1,NURSE,213.917,126.239,900766,N,,,,,,
1000476,RS31,0906,1000476,,137,6.4,,,,TSHE,1,UWD,234.925,168.276,1000476,N,,,,,,
1000527,RS31,0906,1000527,,137,119.5,,,,PSME,1,,243.895,153.581,1000527,N,,,,,,
900745,RS31,0905,900745,,137,2.6,,,,ACCI,1,,225.501,144.887,900745,N,,,,,,
900714,RS31,0806,900714,,137,1.7,,,,TSHE,1,,215.658,150.161,900714,N,,,,,,
900694,RS31,0905,900694,,137,2.8,,,,TSHE,1,NURSE,232.398,145.198,900694,N,,,,,,
1000801,RS31,0902,1000801,,137,20.3,,,,TSHE,1,,233.369,61.263,1000801,N,,,,,,
1000180,RS31,0903,1000180,,137,18.2,,,,TSHE,1,,227.156,80.998,1000180,N,,,,,,
900031,RS31,0811,900031,,137,2.5,,,,RHMA,1,,200.17,276.769,900031,Y,,,,,,
900760,RS31,0805,900760,,137,2.3,,,,ACCI,1,,213.592,138.232,900760,N,,,,,,
900054,RS31,0809,900054,,137,2.9,,,,ACCI,1,STRESS,204.477,238.803,900054,N,,,,,,
900972,RS31,0905,900972,,1,9.6,,,,TSHE,1,POM 100; NURSE; stilted roots; growing on 1.15m tall stump,236.078,137.216,900972,N,,,,,,
1200243,RS31,0902,1200243,,137,9.5,,,,TSHE,1,,245.206,52.106,1200243,N,,,,,,
900695,RS31,0905,900695,,195,8.1,,,,THPL,1,POM 195; GROUND,236.443,144.994,900695,N,,,,,,
900550,RS31,0807,900550,,137,1.8,,,,THPL,1,,222.323,176.532,900550,N,,,,,,
1000813,RS31,0901,1000813,,137,54.7,,,,TSHE,1,,227.231,49.515,1000813,N,,,,,,
1000229,RS31,0909,1000229,,137,4.2,,,,TSHE,1,,243.834,233.985,1000229,N,,,,,,
900521,RS31,0808,900521,,137,14.6,,,,TSHE,1,,204.717,205.148,900521,N,,,,,,
900798,RS31,0805,900798,,137,1.2,,,,TSHE,1,,207.461,143.349,900798,N,,,,,,
900057,RS31,0809,900057,,137,4.2,,,,TSHE,1,NURSE LOG,205.167,228.865,900057,N,,,,,,
900671,RS31,0905,900671,,137,4.2,,,,TSHE,1,,235.85,149.131,900671,N,,,,,,
900554,RS31,0807,900554,,137,1.4,,,,THPL,1,,223.254,178.494,900554,N,,,,,,
900002,RS31,0811,900002,,137,42.8,,,,TSHE,1,,217.262,291.264,900002,N,,,,,,
1000050,RS31,0900,1000050,,137,19.6,,,,TSHE,1,,233.311,23.495,1000050,N,,,,,,
900532,RS31,0807,900532,,137,7.8,,,,THPL,1,GROUND,218.35,190.905,900532,N,,,,,,
1000802,RS31,0902,1000802,,137,6.3,,,,TSHE,1,,246.444,62.308,1000802,N,,,,,,
1000098,RS31,0900,1000098,,137,17.7,,,,TSHE,1,,233.736,1.566,1000098,N,,,,,,
1200244,RS31,0901,1200244,,137,18.3,,,,TSHE,1,,249.578,49.027,1200244,N,,,,,,
900534,RS31,0807,900534,,137,75.9,,,,TSHE,1,,221.45,187.578,900534,N,,,,,,
900980,RS31,0905,900980,,137,1.4,,,,TSHE,1,LEAN,228.066,138.283,900980,N,,,,,,
1000282,RS31,0908,1000282,,137,1.6,,,,ACCI,1,MOUND,229.278,216.262,1000282,N,,,,,,
1000434,RS31,0907,1000434,,137,6.3,,,,TSHE,1,MOUND; WARTS,242.567,199.499,1000434,N,,,,,,
900179,RS31,0811,900179,,137,2.3,,,,RHMA,1,,204.61,282.902,900179,Y,,,,,,
1000013,RS31,0900,1000013,,137,129.2,,,,PSME,1,,241.229,17.362,1000013,N,,,,,,
900105,RS31,0811,900105,,137,27.9,,,,PSME,1,,219.935,291.886,900105,N,,,,,,
900562,RS31,0907,900562,,137,9.8,,,,TSHE,1,,232.761,178.34,900562,N,,,,,,
900546,RS31,0807,900546,,137,49.7,,,,TSHE,1,,210.27,175.157,900546,N,,,,,,
900675,RS31,0906,900675,,137,1.2,,,,TSHE,1,,227.221,150.582,900675,N,,,,,,
1000160,RS31,0903,1000160,5338,135,10.5,,,,TSHE,1,PREV TAG 5338; POM 135,227.405,87.022,1000160,N,,,,,,
900036,RS31,0811,900036,,137,1.2,,,,TSHE,1,NURSE LOG,201.005,279.506,900036,N,,,,,,
1000116,RS31,0905,1000116,,137,31,,,,TSHE,1,,244.547,125.131,1000116,N,,,,,,
900477,RS31,0909,900477,,137,4.2,,,,ACCI,1,,227.996,234.369,900477,N,,,,,,
900787,RS31,0905,900787,,137,4.4,,,,TSHE,1,,226.36,138.956,900787,N,,,,,,
1000536,RS31,0904,1000536,5295,137,87.6,,,,PSME,1,PREV TAG 5295,240.601,109.609,1000536,N,,,,,,
1000190,RS31,0902,1000190,,137,2.6,,,,TSHE,1,,242.423,68.944,1000190,N,,,,,,
1000486,RS31,0906,1000486,,137,4.9,,,,THPL,1,,241.861,160.672,1000486,N,,,,,,
900631,RS31,0907,900631,,137,2.3,,,,TSHE,1,NURSE LOG; STILTED ROOTS,233.92,199.51,900631,N,,,,,,
900725,RS31,0805,900725,,137,4.3,,,,TSHE,1,MOUND,215.203,143.838,900725,N,,,,,,
1000096,RS31,0900,1000096,,137,26.7,,,,TSHE,1,,237.042,0.012,1000096,N,,,,,,
900607,RS31,0908,900607,,137,4.1,,,,TSHE,1,,226.982,202.029,900607,N,,,,,,
1000047,RS31,0900,1000047,,137,7.7,,,,TSHE,1,,228.323,14.379,1000047,N,,,,,,
900017,RS31,0811,900017,,137,1.1,,,,RHMA,1,,217.002,285.207,900017,N,,,,,,
900634,RS31,0807,900634,,137,2.7,,,,TSHE,1,STILTED ROOTS,203.583,177.622,900634,N,,,,,,
1000446,RS31,0907,1000446,,137,2.7,,,,TSHE,1,NURSE LOG,237.654,196.194,1000446,N,,,,,,
1000554,RS31,0903,1000554,5313,137,142.6,,,,PSME,1,PREV TAG 5313,237.656,99.62,1000554,N,,,,,,
1000241,RS31,0909,1000241,,137,11,,,,TSHE,1,,227.69,241.609,1000241,N,,,,,,
1000474,RS31,0906,1000474,,137,4.3,,,,TSHE,1,NURSE LOG,234.449,172.601,1000474,N,,,,,,
900045,RS31,0809,900045,,137,70.7,,,,ABAM,1,,213.943,245.559,900045,N,,,,,,
900462,RS31,0809,900462,,137,14.6,,,,TSHE,1,,210.577,235.544,900462,N,,,,,,
1000227,RS31,0909,1000227,,137,4.6,,,,TSHE,1,,245.062,234.332,1000227,N,,,,,,
900131,RS31,0811,900131,,137,4.8,,,,TSHE,1,WARTS,215.078,278.317,900131,N,,,,,,
1000149,RS31,0903,1000149,5323,137,32.3,,,,TSHE,1,PREV TAG 5323,242.423,82.817,1000149,N,,,,,,
900987,RS31,0905,900987,,137,2.1,,,,RHMA,1,LEAN,229.834,141.294,900987,N,,,,,,
1000043,RS31,0900,1000043,,137,26.6,,,,TSHE,1,,229.751,6.442,1000043,N,,,,,,
1000818,RS31,0901,1000818,,137,1.3,,,,ACCI,1,,231.661,40.585,1000818,N,,,,,,
900027,RS31,0811,900027,,137,1.4,,,,RHMA,1,,202.405,278,900026,Y,,,,,,
900540,RS31,0807,900540,,137,1.2,,,,TSHE,1,,212.107,176.658,900538,Y,,,,,,
1000246,RS31,0909,1000246,,137,1.2,,,,TSHE,1,,240.483,236.141,1000246,N,,,,,,
900543,RS31,0807,900543,,137,8.2,,,,TSHE,1,NURSE LOG,203.675,184.514,900543,N,,,,,,
1000487,RS31,0906,1000487,,137,2.8,,,,TSHE,1,,240.316,158.694,1000487,N,,,,,,
1000509,RS31,0908,1000509,,137,4.1,,,,TSHE,1,STILTED ROOTS,238.055,204.88,1000509,N,,,,,,
900576,RS31,0806,900576,,137,65.5,,,,THPL,1,,207.507,161.002,900576,N,,,,,,
1000528,RS31,0906,1000528,,137,55.9,,,,TSHE,1,,244.744,155.244,1000528,N,,,,,,
1000076,RS31,0901,1000076,,137,9.4,,,,TSHE,1,,248.005,38.867,1000076,N,,,,,,
900519,RS31,0808,900519,,137,53.7,,,,TSHE,1,,221.997,213.995,900519,N,,,,,,
900024,RS31,0811,900024,,137,1.6,,,,RHMA,1,,203.675,277.356,900025,Y,,,,,,
900111,RS31,0810,900111,,137,12.4,,,,TSHE,1,,216.914,255.028,900111,N,,,,,,
900482,RS31,0909,900482,,137,2.3,,,,TSHE,1,NURSE,227.769,232.216,900482,N,,,,,,
1000816,RS31,0901,1000816,,137,9,,,,THPL,1,,229.053,45.018,1000816,N,,,,,,
900539,RS31,0807,900539,,137,1.5,,,,TSHE,1,,212.107,176.658,900538,Y,,,,,,
900586,RS31,0806,900586,,137,46.6,,,,THPL,1,pileated foraging,200.436,168.014,900586,N,,,,,,
900978,RS31,0905,900978,,137,5.1,,,,THPL,1,LEAN,230.571,138.836,900978,N,,,,,,
1100163,RS31,0904,1100163,,137,2.7,,,,THPL,1,,249.972,117.424,1100163,Y,,,,,,
900469,RS31,0809,900469,,137,2.5,,,,TSHE,1,MOUND,222.957,234.549,900469,N,,,,,,
900674,RS31,0906,900674,,137,1.8,,,,ACCI,1,2 stems,226.784,150.947,900674,Y,,,,,,
1000233,RS31,0909,1000233,,137,84.4,,,,PSME,1,,230.744,238.542,1000233,N,,,,,,
900806,RS31,0903,900806,,137,21.9,,,,TSHE,1,,226.924,97.89,900806,N,,,,,,
900016,RS31,0811,900016,,137,48.3,,,,TSHE,1,,216.605,285.986,900016,N,,,,,,
1000179,RS31,0903,1000179,,137,7.9,,,,ACCI,1,BA,226.63,81.663,1000179,N,,,,,,
1000346,RS31,0810,1000346,,137,4.8,,,,ACCI,1,,224.448,271.474,1000346,N,,,,,,
900641,RS31,0808,900641,,137,6.3,,,,TSHE,1,,201.092,222.545,900641,N,,,,,,
1000495,RS31,0906,1000495,,137,2.3,,,,TSHE,1,NURSE LOG,240.824,156.238,1000494,Y,,,,,,
900642,RS31,0809,900642,,137,9.4,,,,TSHE,1,,201.217,226.825,900642,N,,,,,,
1000544,RS31,0904,1000544,5298,137,16.8,,,,TSHE,1,PREV TAG 5298,235.903,106.981,1000544,N,,,,,,
900517,RS31,0908,900517,,137,1.8,,,,TSHE,1,NURSE LOG,243.047,210.01,900517,N,,,,,,
900795,RS31,0805,900795,,137,2.8,,,,TSHE,1,,206.077,147.593,900795,N,,,,,,
900942,RS31,0904,900942,,137,1,,,,RHMA,1,,225.869,123.277,900941,Y,,,,,,
1000101,RS31,0906,1000101,,137,2,,,,THPL,1,NURSE LOG,242.512,159.067,1000101,Y,,,,,,
900159,RS31,0811,900159,,137,4.1,,,,TSHE,1,,206.97,288.323,900159,N,,,,,,
1000184,RS31,0903,1000184,,137,48.8,,,,TSHE,1,,239.813,76.967,1000184,N,,,,,,
900727,RS31,0805,900727,,137,7.5,,,,TSHE,1,NURSE,218.927,143.342,900727,N,,,,,,
900100,RS31,0809,900100,,137,3.3,,,,TSHE,1,,221.015,241.159,900100,N,,,,,,
900503,RS31,0808,900503,,137,16.2,,,,THPL,1,NURSE LOG,219.49,211.025,900503,N,,,,,,
1000483,RS31,0906,1000483,,137,4.6,,,,THPL,1,,239.107,165.807,1000483,N,,,,,,
1000032,RS31,0900,1000032,,137,8.9,,,,TSHE,1,,236.712,21.881,1000032,N,,,,,,
900001,RS31,0810,900001,,137,167.6,,,,PSME,1,,221.658,265.025,900001,N,,,,,,
1000267,RS31,0908,1000267,,137,1.6,,,,RHMA,1,LEAN,240.853,217.75,1000267,N,,,,,,
1000519,RS31,0906,1000519,,137,2.2,,,,THPL,1,LEAN; STRESS,233.289,154.874,1000519,N,,,,,,
900123,RS31,0810,900123,,137,33.2,,,,TSHE,1,,203.492,259.722,900123,N,,,,,,
1000020,RS31,0900,1000020,,137,20.1,,,,TSHE,1,LEAN; STRESS,238.05,6.487,1000020,N,,,,,,
900256,RS31,0905,900256,,137,7,,,,ACCI,1,GROUND,235.082,143.313,900256,N,,,,,,
1000537,RS31,0904,1000537,,137,9.3,,,,TSHE,1,,242.754,112.717,1000537,N,,,,,,
1000443,RS31,0907,1000443,,137,8.9,,,,TSHE,1,NURSE LOG,237.456,185.43,1000443,N,,,,,,
900493,RS31,0808,900493,,137,1.1,,,,TSHE,1,,219.372,224.544,900493,N,,,,,,
900752,RS31,0805,900752,,137,3,,,,TSHE,1,,219.649,149.847,900752,N,,,,,,
900964,RS31,0905,900964,,137,3.7,,,,TSHE,1,NURSE LOG,233.815,129.916,900964,N,,,,,,
1000300,RS31,0908,1000300,,137,1.7,,,,TSHE,1,NURSE LOG; WARTS; STILTED ROOTS,234.501,208.504,1000300,N,,,,,,
900733,RS31,0805,900733,,137,1.7,,,,RHMA,1,,219.609,141.048,900733,Y,,,,,,
900605,RS31,0808,900605,,137,1.5,,,,TSHE,1,Bent below DBH,222.412,203.869,900605,N,,,,,,
900956,RS31,0904,900956,,137,31.7,,,,TSHE,1,NURSE LOG,236.575,114.611,900956,N,,,,,,
1000355,RS31,0810,1000355,,137,8.5,,,,ACCI,1,2 stems,224.54,274.956,1000355,Y,,,,,,
900622,RS31,0808,900622,,137,1.7,,,,ACCI,1,3 STEMS; LEAN,205.56,222.346,900622,Y,,,,,,
1000405,RS31,0908,1000405,,137,11.5,,,,TSHE,1,,226.887,221.585,1000405,N,,,,,,
1000033,RS31,0900,1000033,,137,21.6,,,,TSHE,1,,234.812,19.499,1000033,N,,,,,,
900246,RS31,0901,900246,,137,24.9,,,,TSHE,1,,227.88,32.696,900246,N,,,,,,
900351,RS31,0901,900351,,137,10.7,,,,TSHE,1,,227.205,35.647,900351,N,,,,,,
900174,RS31,0811,900174,,137,2,,,,RHMA,1,,203.856,283.407,900174,N,,,,,,
900640,RS31,0808,900640,,137,116,,,,PSME,1,BURL,201.267,220.767,900640,N,,,,,,
1000533,RS31,0904,1000533,,137,5.5,,,,TSHE,1,,245.002,118.639,1000533,N,,,,,,
900623,RS31,0808,900623,,137,1.5,,,,RHMA,1,,204.462,214.51,900623,N,,,,,,
1000271,RS31,0908,1000271,,137,1,,,,VAPA,1,LEAN,239.488,216.914,1000271,N,,,,,,
900495,RS31,0808,900495,,137,103.7,,,,TSHE,1,,212.757,216.721,900495,N,,,,,,
1000450,RS31,0907,1000450,,137,1.4,,,,TSHE,1,NURSE LOG,239.946,196.675,1000450,N,,,,,,
900706,RS31,0806,900706,,137,13,,,,TSHE,1,NURSE,200.172,159.831,900706,N,,,,,,
1000419,RS31,0908,1000419,,137,2.6,,,,TSHE,1,NURSE LOG; WARTS,244.588,202.181,1000419,N,,,,,,
900544,RS31,0807,900544,,137,44.8,,,,TSHE,1,,204.755,188.961,900544,N,,,,,,
900499,RS31,0808,900499,,137,4.5,,,,TSHE,1,,216.401,218.043,900499,N,,,,,,
900466,RS31,0809,900466,,137,20.6,,,,TSHE,1,,218.834,231.993,900466,N,,,,,,
900104,RS31,0811,900104,,137,15.9,,,,TSHE,1,,221.988,293.46,900104,N,,,,,,
900566,RS31,0806,900566,,137,3.5,,,,TSHE,1,NURSE LOG,218.243,164.159,900566,N,,,,,,
900494,RS31,0808,900494,,137,2.2,,,,TSHE,1,,213.464,220.782,900494,N,,,,,,
900961,RS31,0905,900961,,137,15,,,,TSHE,1,,236.844,128.054,900961,N,,,,,,
1000139,RS31,0905,1000139,,137,2.8,,,,THPL,1,,248.375,143.535,1000139,N,,,,,,
900473,RS31,0909,900473,,137,2.6,,,,TSHE,1,,227.985,238.385,900473,N,,,,,,
900547,RS31,0806,900547,,137,97.5,,,,THPL,1,,211.055,169.65,900547,N,,,,,,
900661,RS31,0906,900661,,137,2.4,,,,THPL,1,LEAN,231.71,157.594,900661,N,,,,,,
900501,RS31,0808,900501,,137,1.5,,,,TSHE,1,,219.611,219.964,900501,N,,,,,,
900698,RS31,0905,900698,,137,9.2,,,,TSHE,1,NURSE,236.748,147.524,900698,N,,,,,,
900070,RS31,0809,900070,,137,5.4,,,,TSHE,1,,208.312,226.017,900070,N,,,,,,
1000454,RS31,0907,1000454,,137,85.2,,,,PSME,1,,239.72,181.617,1000454,N,,,,,,
900181,RS31,0811,900181,,137,3.4,,,,RHMA,1,LEAN,203.541,282.077,900181,N,,,,,,
900743,RS31,0805,900743,,137,1.2,,,,RHMA,1,,221.575,144.018,900743,N,,,,,,
1000262,RS31,0908,1000262,,137,81.8,,,,TSHE,1,,237.527,224.077,1000262,N,,,,,,
1000542,RS31,0904,1000542,,137,4.1,,,,TSHE,1,,246.114,105.609,1000542,N,,,,,,
1000118,RS31,0905,1000118,,137,2.3,,,,TSHE,1,NURSE LOG,245.628,132.605,1000118,N,,,,,,
1100074,RS31,0900,1100074,,137,28.7,,,,TSHE,1,,247.174,23.908,1100074,N,,,,,,
1000094,RS31,0900,1000094,,137,15.3,,,,TSHE,1,NURSE,235.634,3.422,1000094,N,,,,,,
1000012,RS31,0900,1000012,,137,11.4,,,,TSHE,1,,246.013,19.014,1000012,N,,,,,,
900613,RS31,0808,900613,,137,82.4,,,,TSHE,1,BUTT ROT,215.357,202.592,900613,N,,,,,,
1000142,RS31,0905,1000142,,137,3.1,,,,ACCI,1,,247.401,148.565,1000142,N,,,,,,
900676,RS31,0905,900676,,137,9.1,,,,TSHE,1,,227.679,144.823,900676,N,,,,,,
1000198,RS31,0902,1000198,,137,37.8,,,,TSHE,1,,233.175,65.628,1000198,N,,,,,,
900459,RS31,0809,900459,,137,10.5,,,,TSHE,1,,222.044,241.792,900459,N,,,,,,
900632,RS31,0907,900632,,137,3.6,,,,TSHE,1,NURSE LOG,235.036,199.686,900632,N,,,,,,
1000280,RS31,0908,1000280,,137,8.3,,,,TSHE,1,WARTS,235.115,214.098,1000280,N,,,,,,
900080,RS31,0810,900080,,137,7.7,,,,TSHE,1,,218.188,251.605,900080,N,,,,,,
1000216,RS31,0911,1000216,,137,6.4,,,,THPL,1,,235.415,278.913,1000216,N,,,,,,
1101235,RS31,1001,1101235,,137,10.1,,,,TSHE,1,NURSE,268.671,39.226,1101235,N,,,,,,
1101237,RS31,1001,1101237,,137,12.9,,,,TSHE,1,NURSE,266.985,36.868,1101237,N,,,,,,
1200123,RS31,1101,1200123,,137,15,,,,TSHE,1,NURSE LOG,289.65,32.691,1200123,N,,,,,,
1100069,RS31,1000,1100069,,137,30.1,,,,TSHE,1,,253.791,14.578,1100069,N,,,,,,
1000366,RS31,0910,1000366,,137,106.2,,,,PSME,1,,231.336,256.963,1000366,N,,,,,,
1200711,RS31,1101,1200711,,137,1.3,,,,TSHE,1,,287.264,30.263,1200710,Y,,,,,,
1100260,RS31,1009,1100260,,137,19.4,,,,TSHE,1,,265.602,241.341,1100260,N,,,,,,
1101376,RS31,1104,1101376,,137,24,,,,TSHE,1,,282.993,105.929,1101376,N,,,,,,
1101185,RS31,1003,1101185,5357,137,94.1,,,,THPL,1,PREV TAG 5357,270.434,82.819,1101185,N,,,,,,
1200442,RS31,1104,1200442,,137,1.2,,,,TSHE,1,,297.865,105.192,1200441,Y,,,,,,
1000074,RS31,1001,1000074,,137,104.5,,,,PSME,1,,258.435,38.902,1000074,N,,,,,,
1200126,RS31,1101,1200126,,137,29.7,,,,TSHE,1,,294.546,27.393,1200126,N,,,,,,
1100885,RS31,1007,1100885,,137,143.9,,,,PSME,1,,270.482,189.437,1100885,N,,,,,,
1100254,RS31,1010,1100254,,137,12.4,,,,TSHE,1,,271.229,259.815,1100254,N,,,,,,
1100317,RS31,1010,1100317,,137,1.5,,,,THPL,1,LEAN,266.391,274.113,1100317,N,,,,,,
1100221,RS31,1011,1100221,,137,31.3,,,,TSHE,1,,262.683,289.479,1100221,N,,,,,,
1200121,RS31,1101,1200121,,137,19.2,,,,TSHE,1,,295.865,32.198,1200121,N,,,,,,
1200474,RS31,1101,1200474,,137,8.1,,,,TSHE,1,,281.942,47.492,1200474,N,,,,,,
1100212,RS31,1011,1100212,,137,28.9,,,,TSHE,1,,273.381,292.899,1100212,N,,,,,,
1100851,RS31,1002,1100851,,137,19.1,,,,TSHE,1,,267.608,54.575,1100851,N,,,,,,
1100971,RS31,1002,1100971,,137,10.5,,,,ACCI,1,,261.482,50.565,1100971,N,,,,,,
1000260,RS31,0909,1000260,,137,1.2,,,,TSHE,1,NURSE,233.592,235.616,1000260,N,,,,,,
1101128,RS31,1102,1101128,,137,1.8,,,,TSHE,1,NURSE,279.809,50.268,1101128,N,,,,,,
1000024,RS31,1001,1000024,,137,14.2,,,,TSHE,1,NURSE,251.72,29.423,1000024,N,,,,,,
1000236,RS31,0911,1000236,,137,1.7,,,,ACCI,1,UWD,226.373,276.335,1000236,N,,,,,,
1100124,RS31,1006,1100124,,137,15.7,,,,TSHE,1,,260.658,161.088,1100124,N,,,,,,
1101107,RS31,1102,1101107,,137,1.9,,,,TSHE,1,,277.337,65.439,1101107,N,,,,,,
1100229,RS31,1011,1100229,,137,50.7,,,,TSHE,1,SCAR,259.53,286.772,1100229,N,,,,,,
1100197,RS31,1004,1100197,5282,137,29.4,,,,TSHE,1,PREV TAG 5282,267.055,117.248,1100197,N,,,,,,
1100340,RS31,1009,1100340,,137,7.2,,,,TSHE,1,,251.037,243.786,1100340,N,,,,,,
1101225,RS31,1103,1101225,,137,4.8,,,,TSHE,1,MOUND,296.781,75.292,1101225,N,,,,,,
1100181,RS31,1004,1100181,,137,2.8,,,,RHMA,1,,258.013,107.663,1100181,N,,,,,,
1200167,RS31,1101,1200167,,137,8,,,,TSHE,1,,283.698,26.967,1200167,N,,,,,,
1100868,RS31,1001,1100868,,137,17,,,,TSHE,1,,274.727,40.502,1100868,N,,,,,,
1100230,RS31,1011,1100230,,137,64.7,,,,TSHE,1,PIWO foraging,259.928,283.323,1100230,N,,,,,,
1100962,RS31,1001,1100962,,137,9.1,,,,TSHE,1,,252.898,47.207,1100962,N,,,,,,
1100959,RS31,1001,1100959,,137,6.4,,,,TSHE,1,,255.297,49.114,1100959,N,,,,,,
1100284,RS31,1008,1100284,,137,11.3,,,,ACCI,1,,252.673,224.083,1100284,N,,,,,,
1100341,RS31,1009,1100341,,137,50.9,,,,TSHE,1,,254.014,239.793,1100341,N,,,,,,
1000121,RS31,1005,1000121,5137,137,62.9,,,,TSHE,1,PREV TAG 5137,250.392,132.274,1000121,N,,,,,,
1100176,RS31,1004,1100176,,137,2.1,,,,RHMA,1,,257.514,109.929,1100176,Y,,,,,,
1000214,RS31,0911,1000214,,137,130.7,,,,PSME,1,MOUND,233.797,284.464,1000214,N,,,,,,
1100303,RS31,1011,1100303,,137,1.7,,,,THPL,1,,272.27,279.289,1100303,N,,,,,,
1100110,RS31,1006,1100110,,137,1.2,,,,TSHE,1,,255.58,154.33,1100110,N,,,,,,
1100875,RS31,1008,1100875,,137,21.5,,,,TSHE,1,,265.827,205.981,1100875,N,,,,,,
1000356,RS31,0910,1000356,,137,7.9,,,,TSHE,1,,231.684,266.675,1000356,N,,,,,,
1000365,RS31,0910,1000365,,137,10.6,,,,ACCI,1,ODD; GROUND; Base snapped,236.493,258.058,1000365,N,,,,,,
1200115,RS31,1101,1200115,,137,44.1,,,,PSME,1,,291.501,37.041,1200115,N,,,,,,
1200114,RS31,1101,1200114,,137,47.7,,,,PSME,1,,292.492,37.365,1200114,N,,,,,,
1200044,RS31,1102,1200044,,137,3,,,,TSHE,1,SCAR,282.374,71.31,1200044,N,,,,,,
1300225,RS31,1104,1300225,,137,4.7,,,,TSHE,1,,299.766,118.272,1300225,N,,,,,,
1100264,RS31,1010,1100264,,137,11.1,,,,TSHE,1,,257.13,252.13,1100264,N,,,,,,
1101129,RS31,1102,1101129,,137,7.4,,,,TSHE,1,NURSE; WITCHES BROOM,278.63,50.319,1101129,N,,,,,,
1100121,RS31,1006,1100121,,137,33.9,,,,TSHE,1,,259.327,155.709,1100121,N,,,,,,
1000061,RS31,1001,1000061,,137,13.6,,,,TSHE,1,,258.699,29.466,1000061,N,,,,,,
1000310,RS31,0910,1000310,,137,11.6,,,,TSHE,1,tree is growing in burned out OG stump,237.049,271.144,1000310,N,,,,,,
1000315,RS31,0910,1000315,,137,7.2,,,,THPL,1,NURSE,236.154,274.522,1000315,N,,,,,,
1100179,RS31,1004,1100179,,137,8.5,,,,TSHE,1,,259.836,108.139,1100179,N,,,,,,
1000309,RS31,0910,1000309,,137,32.6,,,,TSHE,1,,235.989,268.492,1000309,N,,,,,,
1200708,RS31,1100,1200708,,137,26.1,,,,TSHE,1,SCAR,289.176,24.965,1200708,N,,,,,,
1101390,RS31,1006,1101390,,137,7.5,,,,TSHE,1,,271.847,166.398,1101390,N,,,,,,
1200046,RS31,1103,1200046,5359,137,20.9,,,,TSHE,1,PREV TAG 5359,280.014,75.09,1200046,N,,,,,,
1300139,RS31,1102,1300139,5264,137,60.5,,,,TSHE,1,PREV TAG 5264,299.947,72.189,1300139,N,,,,,,
1100032,RS31,1000,1100032,,137,7.1,,,,TSHE,1,ODD,262.563,24.923,1100032,N,,,,,,
1100099,RS31,1002,1100099,,137,4.1,,,,TSHE,1,,258.212,54.56,1100099,N,,,,,,
1100023,RS31,1000,1100023,,137,18.1,,,,TSHE,1,PMULT with 1100024,264.631,23.068,1100023,N,,,,,,
1100901,RS31,1004,1100901,,137,6.3,,,,TSHE,1,NURSE,272.23,113.574,1100901,N,,,,,,
1100276,RS31,1008,1100276,,137,14.2,,,,TSHE,1,NURSE LOG,259.503,203.859,1100276,N,,,,,,
1200470,RS31,1102,1200470,,137,3.9,,,,TSHE,1,WITCHES BROOM,284.768,54.831,1200470,N,,,,,,
1000255,RS31,0909,1000255,,137,3.2,,,,TSHE,1,,239.597,230.705,1000255,N,,,,,,
1100322,RS31,1010,1100322,,137,2.3,,,,THPL,1,LEAN,265.101,273.487,1100322,N,,,,,,
1101222,RS31,1103,1101222,,137,7.9,,,,TSHE,1,,289.677,79.045,1101222,N,,,,,,
1200066,RS31,1100,1200066,,137,18,,,,TSHE,1,,281.171,11.013,1200066,N,,,,,,
1100210,RS31,1011,1100210,,137,40.7,,,,TSHE,1,,273.46,293.54,1100210,N,,,,,,
1200731,RS31,1103,1200731,,137,4.2,,,,TSHE,1,,297.662,77.469,1200731,N,,,,,,
1200475,RS31,1103,1200475,,137,5.8,,,,ACCI,1,,286.706,76.295,1200475,N,,,,,,
